"COD_DIAGNOSTICO","DES_DIAGNOSTICO","DTA_DESACTIVO","COD_VERDIAG","DES_DIAGNOSTICO_LONGA","DIAG_PAI","DIAG_MODULOS"
"2365","NEOPLASIA DE COMPORTAMENTO INCERTO DA PROSTATA",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DA PROSTATA","236",""
"56731","ABCESSO DO MUSCULO PSOAS",,"ICD9","ABCESSO DO MUSCULO PSOAS","5673",""
"56781","COLEPERITONEU",,"ICD9","COLEPERITONEU","5678",""
"5855","DOENCA RENAL CRONICA, ESTADIO V",,"ICD9","DOENCA RENAL CRONICA, ESTADIO V","585",""
"60820","TORCAO DO TESTICULO, NAO ESPECIFICADA",,"ICD9","TORCAO DO TESTICULO, NAO ESPECIFICADA","6082",""
"7313","DEFEITOS OSSEOS MAJOR",,"ICD9","DEFEITOS OSSEOS MAJOR","731",""
"36004","ABCESSO VITREO",,"ICD9","ABCESSO VITREO","3600",""
"3601","ENDOFTALMITES NCOP",,"ICD9","ENDOFTALMITES NCOP","360",""
"36012","PAN-UVEITE",,"ICD9","PAN-UVEITE","3601",""
"36213","ALTERACOES DO ASPECTO VASCULAR DA RETINA",,"ICD9","ALTERACOES DO ASPECTO VASCULAR DA RETINA","3621",""
"36215","TELANGIECTASIA RETINIANA",,"ICD9","TELANGIECTASIA RETINIANA","3621",""
"36216","NEOVASCULARIZACAO RETINIANA SOE",,"ICD9","NEOVASCULARIZACAO RETINIANA SOE","3621",""
"36043","HEMOFTALMO,EXCEPTO TRAUMATISMO ACTUAL",,"ICD9","HEMOFTALMO,EXCEPTO TRAUMATISMO ACTUAL","3604",""
"36051","CORPO ESTRANHO INTRA-OCULAR MAGNETICO RETIDO NA CAMARA ANTERIOR",,"ICD9","CORPO ESTRANHO INTRA-OCULAR MAGNETICO RETIDO NA CAMARA ANTERIOR","3605",""
"36061","CORPO ESTRANHO INTRA-OCULAR NAO MAGNETICO RETIDO NA CAMARA ANTERIOR",,"ICD9","CORPO ESTRANHO INTRA-OCULAR NAO MAGNETICO RETIDO NA CAMARA ANTERIOR","3606",""
"36062","CORPO ESTRANHO INTRA-OCULAR NAO MAGNETICO RETIDO NA IRIS OU CORPO CILIAR",,"ICD9","CORPO ESTRANHO INTRA-OCULAR NAO MAGNETICO RETIDO NA IRIS OU CORPO CILIAR","3606",""
"36101","DESCOLAMENTO PARCIAL DA RETINA RECENTE COM DEFEITO RETINIANO",,"ICD9","DESCOLAMENTO PARCIAL DA RETINA RECENTE COM DEFEITO RETINIANO","3610",""
"36102","DESCOLAMENTO PARCIAL DA RETINA RECENTE COM MULTIPLOS DEFEITOS RETINIANOS",,"ICD9","DESCOLAMENTO PARCIAL DA RETINA RECENTE COM MULTIPLOS DEFEITOS RETINIANOS","3610",""
"36105","DESCOLAMENTO RECENTE DA RETINA, TOTAL OU SUBTOTAL",,"ICD9","DESCOLAMENTO RECENTE DA RETINA, TOTAL OU SUBTOTAL","3610",""
"36107","DESCOLAMENTO ANTIGO DA RETINA TOTAL OU SUBTOTAL",,"ICD9","DESCOLAMENTO ANTIGO DA RETINA TOTAL OU SUBTOTAL","3610",""
"36110","RETINOSQUISE SOE",,"ICD9","RETINOSQUISE SOE","3611",""
"36130","DEFEITO DA RETINA, SEM DESCOLAMENTO, SOE",,"ICD9","DEFEITO DA RETINA, SEM DESCOLAMENTO, SOE","3613",""
"36181","DESCOLAMENTO DA RETINA POR TRACCAO",,"ICD9","DESCOLAMENTO DA RETINA POR TRACCAO","3618",""
"36201","RETINOPATIA DIABETICA (DE FUNDO)",,"ICD9","RETINOPATIA DIABETICA (DE FUNDO)","3620",""
"36230","OCLUSAO VASCULAR DA RETINA SOE",,"ICD9","OCLUSAO VASCULAR DA RETINA SOE","3623",""
"36235","OCLUSAO DA VEIA CENTRAL RETINIANA",,"ICD9","OCLUSAO DA VEIA CENTRAL RETINIANA","3623",""
"36240","SEPARACAO DAS CAMADAS DA RETINA SOE",,"ICD9","SEPARACAO DAS CAMADAS DA RETINA SOE","3624",""
"3625","DEGENERACAO MACULAR E DO POLO POSTERIOR DA RETINA",,"ICD9","DEGENERACAO MACULAR E DO POLO POSTERIOR DA RETINA","362",""
"37404","ENTROPIO CICATRICIAL",,"ICD9","ENTROPIO CICATRICIAL","3740",""
"2422","BOCIO MULTINODULAR TOXICO",,"ICD9","BOCIO MULTINODULAR TOXICO","242",""
"2392","NEOPLASIA DE NATUREZA N/ESPECIFICADA DOS OSSOS, TECIDOS MOLES E PELE",,"ICD9","NEOPLASIA DE NATUREZA N/ESPECIFICADA DOS OSSOS, TECIDOS MOLES E PELE","239",""
"2396","NEOPLASIA DE NATUREZA NAO ESPECIFICADA DO ENCEFALO",,"ICD9","NEOPLASIA DE NATUREZA NAO ESPECIFICADA DO ENCEFALO","239",""
"2397","NEOPLASIA DE NATUREZA N/ESPECIF. GL.ENDOCRINAS, E OUTR.PARTES S.NERVOSO",,"ICD9","NEOPLASIA DE NATUREZA N/ESPECIF. GL.ENDOCRINAS, E OUTR.PARTES S.NERVOSO","239",""
"2411","BOCIO MULTINODULAR NAO TOXICO",,"ICD9","BOCIO MULTINODULAR NAO TOXICO","241",""
"24200","BOCIO DIFUSO TOXICO, SEM MENCAO DE CRISE OU TEMPESTADE TIROTOXICA",,"ICD9","BOCIO DIFUSO TOXICO, SEM MENCAO DE CRISE OU TEMPESTADE TIROTOXICA","2420",""
"2421","BOCIO NODULAR TOXICO (NODULO SIMPLES)",,"ICD9","BOCIO NODULAR TOXICO (NODULO SIMPLES)","242",""
"38643","FISTULA DO CANAL SEMICIRCULAR",,"ICD9","FISTULA DO CANAL SEMICIRCULAR","3864",""
"99641","DESAPERTO MECANICO DE PROTESE ARTICULAR",,"ICD9","DESAPERTO MECANICO DE PROTESE ARTICULAR","9964",""
"99643","FALENCIA DO IMPLANTE DE PROTESE ARTICULAR",,"ICD9","FALENCIA DO IMPLANTE DE PROTESE ARTICULAR","9964",""
"99647","COMPLICACAO MECANICA NCOP DE IMPLANTE DE PROTESE ARTICULAR",,"ICD9","COMPLICACAO MECANICA NCOP DE IMPLANTE DE PROTESE ARTICULAR","9964",""
"V5831","ADMISSAO PARA MUDANCA OU REMOCAO DE PENSO DE FERIDA CIRURGICA",,"ICD9","ADMISSAO PARA MUDANCA OU REMOCAO DE PENSO DE FERIDA CIRURGICA","V583",""
"V5970","DADORA DE OVO (OVOCITO) (OVUM), NAO ESPECIFICADA",,"ICD9","DADORA DE OVO (OVOCITO) (OVUM), NAO ESPECIFICADA","V597",""
"36251","DEGENERACAO MACULAR SENIL NAO EXSUDATIVA DA RETINA",,"ICD9","DEGENERACAO MACULAR SENIL NAO EXSUDATIVA DA RETINA","3625",""
"36253","DEGENERACAO MACULAR QUISTOIDE DA RETINA",,"ICD9","DEGENERACAO MACULAR QUISTOIDE DA RETINA","3625",""
"36254","QUISTO,BURACO OU PSEUDO-BURACO MACULAR DA RETINA",,"ICD9","QUISTO,BURACO OU PSEUDO-BURACO MACULAR DA RETINA","3625",""
"36372","DESCOLAMENTO HEMORRAGICO DA COROIDE",,"ICD9","DESCOLAMENTO HEMORRAGICO DA COROIDE","3637",""
"5889","TRANSTORNO NAO ESPECIFICADO, RESULTANDO DE FUNCAO RENAL DEFICIENTE",,"ICD9","TRANSTORNO NAO ESPECIFICADO, RESULTANDO DE FUNCAO RENAL DEFICIENTE","588",""
"5890","RIM PEQUENO DE CAUSA DESCONHECIDA -UNILATERAL-",,"ICD9","RIM PEQUENO DE CAUSA DESCONHECIDA -UNILATERAL-","589",""
"5899","RIM PEQUENO DE CAUSA DESCONHECIDA SOE",,"ICD9","RIM PEQUENO DE CAUSA DESCONHECIDA SOE","589",""
"5908","PIELONEFRITE OU PIELONEFROSE NCOP, N/ESPECIF. COMO AGUDA OU CRONICA",,"ICD9","PIELONEFRITE OU PIELONEFROSE NCOP, N/ESPECIF. COMO AGUDA OU CRONICA","590",""
"5921","CALCULOSE DO URETER",,"ICD9","CALCULOSE DO URETER","592",""
"5929","CALCULOSE URINARIA NAO ESPECIFICADA",,"ICD9","CALCULOSE URINARIA NAO ESPECIFICADA","592",""
"5932","CISTO DO RIM, ADQUIRIDO",,"ICD9","CISTO DO RIM, ADQUIRIDO","593",""
"5934","OBSTRUCAO DO URETER, NCOP",,"ICD9","OBSTRUCAO DO URETER, NCOP","593",""
"59389","ALTERACOES ESPECIFICADAS DO RIM OU URETER, NCOP",,"ICD9","ALTERACOES ESPECIFICADAS DO RIM OU URETER, NCOP","5938",""
"5941","CALCULOS DA BEXIGA URINARIA NCOP",,"ICD9","CALCULOS DA BEXIGA URINARIA NCOP","594",""
"5948","CALCULOS DO TRACTO URINARIO INFERIOR NCOP",,"ICD9","CALCULOS DO TRACTO URINARIO INFERIOR NCOP","594",""
"5951","CISTITE CRONICA INTERSTICIAL",,"ICD9","CISTITE CRONICA INTERSTICIAL","595",""
"5961","FISTULA VESICO-INTESTINAL",,"ICD9","FISTULA VESICO-INTESTINAL","596",""
"5963","DIVERTICULO DA BEXIGA",,"ICD9","DIVERTICULO DA BEXIGA","596",""
"6038","FORMAS DE HIDROCELO NCOP",,"ICD9","FORMAS DE HIDROCELO NCOP","603",""
"59800","ESTENOSE DA URETRA DEVIDO A INFECCAO NAO ESPECIFICADA",,"ICD9","ESTENOSE DA URETRA DEVIDO A INFECCAO NAO ESPECIFICADA","5980",""
"59801","ESTENOSE DA UREIA DEVIDO A DOENCA INFECCIOSA ESPECIFICADA COP",,"ICD9","ESTENOSE DA UREIA DEVIDO A DOENCA INFECCIOSA ESPECIFICADA COP","5980",""
"5989","ESTENOSE DA URETRA SOE",,"ICD9","ESTENOSE DA URETRA SOE","598",""
"5991","FISTULA URETRAL",,"ICD9","FISTULA URETRAL","599",""
"5998","AFECCOES ESPECIFICADAS DA URETRA E TRACTO URINARIO, NCOP",,"ICD9","AFECCOES ESPECIFICADAS DA URETRA E TRACTO URINARIO, NCOP","599",""
"600","HIPERPLASIA DA PROSTATA",,"ICD9","HIPERPLASIA DA PROSTATA","58",""
"6020","CALCULO DA PROSTATA",,"ICD9","CALCULO DA PROSTATA","602",""
"6028","AFECCOES DA PROSTATA NCOP",,"ICD9","AFECCOES DA PROSTATA NCOP","602",""
"603","HIDROCELO",,"ICD9","HIDROCELO","58",""
"6030","HIDROCELO ENQUISTADO",,"ICD9","HIDROCELO ENQUISTADO","603",""
"38531","COLESTEATOMA DO ATICO",,"ICD9","COLESTEATOMA DO ATICO","3853",""
"38532","COLESTEATOMA DO OUVIDO MEDIO",,"ICD9","COLESTEATOMA DO OUVIDO MEDIO","3853",""
"3950","ESTENOSE AORTICA REUMATICA",,"ICD9","ESTENOSE AORTICA REUMATICA","395",""
"3878","OTOSCLEROSE NCOP",,"ICD9","OTOSCLEROSE NCOP","387",""
"23331","CARCINOMA IN SITU DA VAGINA",,"ICD9","CARCINOMA IN SITU DA VAGINA","2333",""
"3315","HIDROCEFALIA IDIOPATICA DE PRESSAO NORMAL",,"ICD9","HIDROCEFALIA IDIOPATICA DE PRESSAO NORMAL","331",""
"38906","SURDEZ DE CONDUCAO, BILATERAL",,"ICD9","SURDEZ DE CONDUCAO, BILATERAL","3890",""
"52579","FALENCIA DE IMPLANTE DENTARIO INTRAOSSEO, NCOP",,"ICD9","FALENCIA DE IMPLANTE DENTARIO INTRAOSSEO, NCOP","5257",""
"62401","NEOPLASIA VULVAR INTRAEPITELIAL I [VIN I]",,"ICD9","NEOPLASIA VULVAR INTRAEPITELIAL I [VIN I]","6240",""
"6040","ORQUITE, EPIDIDIMITE E EPIDIDIMO-ORQUITE COM MENCAO DE ABCESSO",,"ICD9","ORQUITE, EPIDIDIMITE E EPIDIDIMO-ORQUITE COM MENCAO DE ABCESSO","604",""
"60499","ORQUITE, EPIDIDIMITE E EPIDIDIMO-ORQUITE SEM ABCESSO, NCOP",,"ICD9","ORQUITE, EPIDIDIMITE E EPIDIDIMO-ORQUITE SEM ABCESSO, NCOP","6049",""
"6068","INFERTILIDADE DEVIDA A CAUSAS EXTRATESTICULARES",,"ICD9","INFERTILIDADE DEVIDA A CAUSAS EXTRATESTICULARES","606",""
"607","DOENCAS DO PENIS",,"ICD9","DOENCAS DO PENIS","58",""
"6071","BALANOPOSTITE",,"ICD9","BALANOPOSTITE","607",""
"6072","DOENCAS INFLAMATORIAS DO PENIS NCOP",,"ICD9","DOENCAS INFLAMATORIAS DO PENIS NCOP","607",""
"60781","BALANITE XEROTICA OBLITERANTE",,"ICD9","BALANITE XEROTICA OBLITERANTE","6078",""
"60784","IMPOTENCIA DE ORIGEM ORGANICA",,"ICD9","IMPOTENCIA DE ORIGEM ORGANICA","6078",""
"6079","DOENCAS DO PENIS SOE",,"ICD9","DOENCAS DO PENIS SOE","607",""
"6083","ATROFIA DO TESTICULO",,"ICD9","ATROFIA DO TESTICULO","608",""
"6084","TRANSTORNOS INFLAMATORIOS DOS ORGAOS GENITAIS MASCULINOS, NCOP",,"ICD9","TRANSTORNOS INFLAMATORIOS DOS ORGAOS GENITAIS MASCULINOS, NCOP","608",""
"60881","ALTERACOES DOS ORG.GENIT.MASCULINOS EM DOENCAS CLASSIF. NOUTRO LADO",,"ICD9","ALTERACOES DOS ORG.GENIT.MASCULINOS EM DOENCAS CLASSIF. NOUTRO LADO","6088",""
"60889","ALTERACOES ESPECIFICADAS DOS ORGAOS GENITAIS MASCULINOS, NCOP",,"ICD9","ALTERACOES ESPECIFICADAS DOS ORGAOS GENITAIS MASCULINOS, NCOP","6088",""
"1719","NEOPLASIA MALIGNA TECIDO CONJUNTIVO E PARTES MOLES, LOCAL N/ESPECIFICADO",,"ICD9","NEOPLASIA MALIGNA TECIDO CONJUNTIVO E PARTES MOLES, LOCAL N/ESPECIFICADO","171",""
"1725","MELANOMA MALIGNO DA PELE DO TRONCO, EXCEPTO DO ESCROTO",,"ICD9","MELANOMA MALIGNO DA PELE DO TRONCO, EXCEPTO DO ESCROTO","172",""
"1726","MELANOMA MALIGNO DA PELE DO MEMBRO SUPERIOR, INCLUSIVE OMBRO",,"ICD9","MELANOMA MALIGNO DA PELE DO MEMBRO SUPERIOR, INCLUSIVE OMBRO","172",""
"1610","NEOPLASIA MALIGNA DA GLOTE",,"ICD9","NEOPLASIA MALIGNA DA GLOTE","161",""
"1706","TUMOR MALIGNO DOS OSSOS DA PELVE, DO SACRO E DO COCCIX",,"ICD9","TUMOR MALIGNO DOS OSSOS DA PELVE, DO SACRO E DO COCCIX","170",""
"1736","NEOPLASIA MALIGNA DA PELE DO MEMBRO SUPERIOR, INCLUSIVE OMBRO",,"ICD9","NEOPLASIA MALIGNA DA PELE DO MEMBRO SUPERIOR, INCLUSIVE OMBRO","173",""
"174","NEOPLASIA MALIGNA DA MAMA FEMININA",,"ICD9","NEOPLASIA MALIGNA DA MAMA FEMININA","14",""
"1742","NEOPLASIA MALIGNA DO QUADRANTE SUPERIOR INTERNO DA MAMA FEMININA",,"ICD9","NEOPLASIA MALIGNA DO QUADRANTE SUPERIOR INTERNO DA MAMA FEMININA","174",""
"1744","NEOPLASIA MALIGNA DO QUADRANTE SUPERIOR EXTERNO DA MAMA FEMININA",,"ICD9","NEOPLASIA MALIGNA DO QUADRANTE SUPERIOR EXTERNO DA MAMA FEMININA","174",""
"1749","NEOPLASIA MALIGNA DA MAMA FEMININA",,"ICD9","NEOPLASIA MALIGNA DA MAMA FEMININA","174",""
"1750","NEOPLASIA MALIGNA DO MAMILO E AUREOLA DA MAMA MASCULINA",,"ICD9","NEOPLASIA MALIGNA DO MAMILO E AUREOLA DA MAMA MASCULINA","175",""
"179","NEOPLASIA MALIGNA DO UTERO",,"ICD9","NEOPLASIA MALIGNA DO UTERO","14",""
"1801","TUMOR MALIGNO DO EXOCOLO UTERINO",,"ICD9","TUMOR MALIGNO DO EXOCOLO UTERINO","180",""
"1809","TUMOR MALIGNO DO COLO DO UTERO SOE",,"ICD9","TUMOR MALIGNO DO COLO DO UTERO SOE","180",""
"1701","TUMOR MALIGNO DA MANDIBULA",,"ICD9","TUMOR MALIGNO DA MANDIBULA","170",""
"1704","TUMOR MALIGNO DOS OSSOS LONGOS DO MEMBRO SUPERIOR E OMOPLATA",,"ICD9","TUMOR MALIGNO DOS OSSOS LONGOS DO MEMBRO SUPERIOR E OMOPLATA","170",""
"1731","NEOPLASIA MALIGNA DA PALPEBRA, INCLUSIVE COMISSURA PALPEBRAL",,"ICD9","NEOPLASIA MALIGNA DA PALPEBRA, INCLUSIVE COMISSURA PALPEBRAL","173",""
"1733","NEOPLASIA MALIGNA DA PELE DA FACE, LOCAL NCOP OU NAO ESPECIFICADO",,"ICD9","NEOPLASIA MALIGNA DA PELE DA FACE, LOCAL NCOP OU NAO ESPECIFICADO","173",""
"6410","PLACENTA PREVIA SEM HEMORRAGIA",,"ICD9","PLACENTA PREVIA SEM HEMORRAGIA","641",""
"20283","LINFOMA NCOP, GANGLIOS LINFATICOS INTRA-ABDOMINAIS",,"ICD9","LINFOMA NCOP, GANGLIOS LINFATICOS INTRA-ABDOMINAIS","2028",""
"20285","LINFOMA NCOP, GANGLIOS LINFATICOS DA REGIAO INGUINAL E MEMBRO INFER.",,"ICD9","LINFOMA NCOP, GANGLIOS LINFATICOS DA REGIAO INGUINAL E MEMBRO INFER.","2028",""
"20288","LIMFOMA NCOP, GANGLIOS LINFATICOS DE LOCAIS MULTIPLOS",,"ICD9","LIMFOMA NCOP, GANGLIOS LINFATICOS DE LOCAIS MULTIPLOS","2028",""
"2029","NEOPLASIAS MALIGNAS DOS TECIDOS LINFOIDE E HISTIOCITARIO, NCOP OU SOE",,"ICD9","NEOPLASIAS MALIGNAS DOS TECIDOS LINFOIDE E HISTIOCITARIO, NCOP OU SOE","202",""
"20291","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - GANGLIOS LINFATICOS CABECA FACE PESCOCO",,"ICD9","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - GANGLIOS LINFATICOS CABECA FACE PESCOCO","2029",""
"20293","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - GANGLIOS LINFATICOS INTRA-ABDOMINAIS",,"ICD9","TUMOR MALIGNO TEC LINF E HISTIOCITARIO - GANGLIOS LINFATICOS INTRA-ABDOMINAIS","2029",""
"20281","LINFOMA NCOP, GANGLIOS LINFATICOS DA CABECA, FACE E PESCOCO",,"ICD9","LINFOMA NCOP, GANGLIOS LINFATICOS DA CABECA, FACE E PESCOCO","2028",""
"2100","NEOPLASIA BENIGNA DO LABIO",,"ICD9","NEOPLASIA BENIGNA DO LABIO","210",""
"2120","NEOPLASIA BENIGNA DAS CAVID.NASAIS, OUVIDO MEDIO E SEIOS ACESSORIOS",,"ICD9","NEOPLASIA BENIGNA DAS CAVID.NASAIS, OUVIDO MEDIO E SEIOS ACESSORIOS","212",""
"6480","DIABETES MELLITUS COMPLICANDO A GRAVIDEZ, PARTO OU PUERPERIO",,"ICD9","DIABETES MELLITUS COMPLICANDO A GRAVIDEZ, PARTO OU PUERPERIO","648",""
"64803","DIABETES MELLITUS COMPLIC.GRAVIDEZ, CONDICAO OU COMPLICACAO ANTEPARTO",,"ICD9","DIABETES MELLITUS COMPLIC.GRAVIDEZ, CONDICAO OU COMPLICACAO ANTEPARTO","6480",""
"73345","NECROSE ASSEPTICA DA MANDIBULA",,"ICD9","NECROSE ASSEPTICA DA MANDIBULA","7334",""
"78724","DISFAGIA, FASE FARINGOESOFAGICA",,"ICD9","DISFAGIA, FASE FARINGOESOFAGICA","7872",""
"78959","ASCITE NCOP",,"ICD9","ASCITE NCOP","7895",""
"V2641","ACONSELHAMENTO/ORIENTACAO GERAL PROCRIATIVA UTILIZ. PLANEAMENTO FAMILIAR NATURAL",,"ICD9","ACONSELHAMENTO/ORIENTACAO GERAL PROCRIATIVA UTILIZ. PLANEAMENTO FAMILIAR NATURAL","V264",""
"99663","INFECCAO/REACC.INFLAMAT. DEVIDO A DISPOSITIVO/IMPLANTE/ENXERTO DO SIST. NERVOSO",,"ICD9","INFECCAO/REACC.INFLAMAT. DEVIDO A DISPOSITIVO/IMPLANTE/ENXERTO DO SIST. NERVOSO","9966",""
"99667","INFECC./REACC.INFLAMAT. DEVIDA DISPOSITIVO/IMPLANTE/ENXERTO ORTOPED.INTERNO NCOP",,"ICD9","INFECC./REACC.INFLAMAT. DEVIDA DISPOSITIVO/IMPLANTE/ENXERTO ORTOPED.INTERNO NCOP","9966",""
"99669","INFECCAO/REACCAO INFLAMAT. DEVIDA A DISPOSITIVO/IMPLANTE OU ENXERTO INTERNO NCOP",,"ICD9","INFECCAO/REACCAO INFLAMAT. DEVIDA A DISPOSITIVO/IMPLANTE OU ENXERTO INTERNO NCOP","9966",""
"99811","HEMORRAGIA COMPLICANDO UM PROCEDIMENTO",,"ICD9","HEMORRAGIA COMPLICANDO UM PROCEDIMENTO","9981",""
"99859","INFECCAO POS-OPERATORIA NCOP",,"ICD9","INFECCAO POS-OPERATORIA NCOP","9985",""
"99889","COMPLICACOES ESPECIFICADAS DE PROCEDIMENTOS, NAO CLASSIFICADAS EM OUTRA PARTE",,"ICD9","COMPLICACOES ESPECIFICADAS DE PROCEDIMENTOS, NAO CLASSIFICADAS EM OUTRA PARTE","9988",""
"72283","SINDROMO POS-LAMINECTOMIA - REGIAO LOMBAR",,"ICD9","SINDROMO POS-LAMINECTOMIA - REGIAO LOMBAR","7228",""
"72760","ROTURA NAO TRAUMATICA DE TENDAO SOE",,"ICD9","ROTURA NAO TRAUMATICA DE TENDAO SOE","7276",""
"72761","ROTURA COMPLETA DO MANGUITO ROTADOR (NAO TRAUMATICA)",,"ICD9","ROTURA COMPLETA DO MANGUITO ROTADOR (NAO TRAUMATICA)","7276",""
"72763","ROTURA TENDAO EXTENSOR (NAO TRAUMATICA) DA MAO E PUNHO",,"ICD9","ROTURA TENDAO EXTENSOR (NAO TRAUMATICA) DA MAO E PUNHO","7276",""
"72767","ROTURA TENDAO AQUILES (NAO TRAUMATICA)",,"ICD9","ROTURA TENDAO AQUILES (NAO TRAUMATICA)","7276",""
"72789","TRANSTORNOS DA SINOVIAL, TENDAO E BOLSA SINOVIAL, NCOP",,"ICD9","TRANSTORNOS DA SINOVIAL, TENDAO E BOLSA SINOVIAL, NCOP","7278",""
"81323","FRACTURA FECHADA DAS DIAFISES DO CUBITO E DO RADIO",,"ICD9","FRACTURA FECHADA DAS DIAFISES DO CUBITO E DO RADIO","8132",""
"356","NEUROPATIAS PERIFERICAS HEREDITARIAS E IDIOPATICAS",,"ICD9","NEUROPATIAS PERIFERICAS HEREDITARIAS E IDIOPATICAS","32",""
"5690","POLIPO ANAL E RECTAL",,"ICD9","POLIPO ANAL E RECTAL","569",""
"5692","ESTENOSE DO RECTO E ANUS",,"ICD9","ESTENOSE DO RECTO E ANUS","569",""
"56949","AFECCAO DO RECTO E ANUS, NCOP",,"ICD9","AFECCAO DO RECTO E ANUS, NCOP","5694",""
"56981","FISTULA DO INTESTINO, EXCLUINDO RECTO E ANUS",,"ICD9","FISTULA DO INTESTINO, EXCLUINDO RECTO E ANUS","5698",""
"57401","LITIASE DA VESICULA BILIAR COM COLECISTITE AGUDA, COM OBSTRUCAO",,"ICD9","LITIASE DA VESICULA BILIAR COM COLECISTITE AGUDA, COM OBSTRUCAO","5740",""
"57410","LITIASE DA VESICULA BILIAR COM COLECISTITE NCOP, SEM OBSTRUCAO",,"ICD9","LITIASE DA VESICULA BILIAR COM COLECISTITE NCOP, SEM OBSTRUCAO","5741",""
"5742","LITIASE DA VESICULA BILIAR SEM MENCAO DE COLECISTITE",,"ICD9","LITIASE DA VESICULA BILIAR SEM MENCAO DE COLECISTITE","574",""
"57421","LITIASE DA VESICULA BILIAR, SEM MENCAO DE COLECISTITE, COM OBSTRUCAO",,"ICD9","LITIASE DA VESICULA BILIAR, SEM MENCAO DE COLECISTITE, COM OBSTRUCAO","5742",""
"5759","ALTERACOES DA VESICULA BILIAR NAO ESPECIFICADAS",,"ICD9","ALTERACOES DA VESICULA BILIAR NAO ESPECIFICADAS","575",""
"5762","OBSTRUCAO DAS VIAS BILIARES, SEM MENCAO DE LITIASE",,"ICD9","OBSTRUCAO DAS VIAS BILIARES, SEM MENCAO DE LITIASE","576",""
"5768","ALTERACOES ESPECIFICADAS DAS VIAS BILIARES, NCOP",,"ICD9","ALTERACOES ESPECIFICADAS DAS VIAS BILIARES, NCOP","576",""
"5772","CISTO E PSEUDO-CISTO DO PANCREAS",,"ICD9","CISTO E PSEUDO-CISTO DO PANCREAS","577",""
"58189","SINDROMO NEFROTICO COM LESAO PATOLOGICO RENAL ESPECIFICADA, NCOP",,"ICD9","SINDROMO NEFROTICO COM LESAO PATOLOGICO RENAL ESPECIFICADA, NCOP","5818",""
"9962","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO DO SISTEMA NERVOSO",,"ICD9","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO DO SISTEMA NERVOSO","996",""
"9993","INFECCAO, COMPLICACAO DE CUIDADOS MEDICOS, NCOP",,"ICD9","INFECCAO, COMPLICACAO DE CUIDADOS MEDICOS, NCOP","999",""
"30285","TRANSTORNO DE GENERO DA IDENTIDADE, DA ADOLESCENCIA OU DA IDADE ADULTA",,"ICD9","TRANSTORNO DE GENERO DA IDENTIDADE, DA ADOLESCENCIA OU DA IDADE ADULTA","3028",""
"9965","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO ESPECIFICADO NCOP",,"ICD9","COMPLICACAO MECANICA DE DISPOSITIVO, IMPLANTE OU ENXERTO ESPECIFICADO NCOP","996",""
"99654","COMPLICACAO MECANICA DEVIDA A PROTESE DA MAMA",,"ICD9","COMPLICACAO MECANICA DEVIDA A PROTESE DA MAMA","9965",""
"9966","INFECCAO E REACCAO INFLAMATORIA DEVIDAS A PROTESE INTERNA,IMPLANTE OU ENXERTO",,"ICD9","INFECCAO E REACCAO INFLAMATORIA DEVIDAS A PROTESE INTERNA,IMPLANTE OU ENXERTO","996",""
"9968","COMPLICACOES DE ORGAO TRANSPLANTADO",,"ICD9","COMPLICACOES DE ORGAO TRANSPLANTADO","996",""
"9987","REACCAO AGUDA A MATERIAL ESTRANHO DEIXADO ACIDENTALMENTE EM PROCEDIMENTO",,"ICD9","REACCAO AGUDA A MATERIAL ESTRANHO DEIXADO ACIDENTALMENTE EM PROCEDIMENTO","998",""
"9989","COMPLICACAO NAO ESPECIFICADA DE PROCEDIMENTO, NCOP",,"ICD9","COMPLICACAO NAO ESPECIFICADA DE PROCEDIMENTO, NCOP","998",""
"7296","CORPO ESTRANHO RESIDUAL NOS TECIDOS MOLES",,"ICD9","CORPO ESTRANHO RESIDUAL NOS TECIDOS MOLES","729",""
"72989","SINTOMAS MUSCULO-ESQUELETICOS REFERIDOS AOS MEMBROS, NCOP",,"ICD9","SINTOMAS MUSCULO-ESQUELETICOS REFERIDOS AOS MEMBROS, NCOP","7298",""
"730","OSTEOMIELITE, PERIOSTITE E INFECCOES NCOP QUE ATINGEM OS OSSOS",,"ICD9","OSTEOMIELITE, PERIOSTITE E INFECCOES NCOP QUE ATINGEM OS OSSOS","71",""
"72702","TUMOR DE CELULAS GIGANTES DA BAINHA TENDINOSA",,"ICD9","TUMOR DE CELULAS GIGANTES DA BAINHA TENDINOSA","7270",""
"72704","TENOSSINOVITE DA ESTILOIDE RADIAL",,"ICD9","TENOSSINOVITE DA ESTILOIDE RADIAL","7270",""
"72706","TENOSSINOVITE DO PE E DO TORNOZELO",,"ICD9","TENOSSINOVITE DO PE E DO TORNOZELO","7270",""
"7271","JOANETE",,"ICD9","JOANETE","727",""
